1240,395
1240,395
1240,395
1240,395
1240,395
1240,395
1240,395
1240,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
1241,395
994,0
1100,0
1133,0
1117,235
1311,100
1230,338
1228,628
1111,317
1171,0
1213,0
1277,74
1258,7
1058,0
1056,0
1077,0
1262,36
1284,83
1284,83
1056,83
942,94
693,265
631,236
717,248
772,288
876,545
897,508
901,505
817,317
809,299
776,317
782,285
866,263
900,238
851,234
847,234
968,166
1010,145
1010,145
973,506
973,506
971,629
1003,199
999,143
1365,0
1365,0
839,186
954,172
1000,146
883,256
860,250
842,258
752,261
792,252
497,468
460,496
564,508
