863,370
863,370
863,370
863,370
863,370
858,372
596,381
594,382
587,386
587,386
587,386
587,386
584,387
584,387
584,387
582,387
582,387
582,387
582,387
582,387
582,387
417,420
448,423
448,423
448,423
448,423
447,423
446,423
446,423
446,423
446,423
446,423
384,433
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
424,429
636,476
605,462
605,462
396,579
396,579
396,579
396,579
396,579
396,579
396,579
396,579
396,579
106,468
106,468
106,468
106,468
106,468
106,468
106,468
106,468
106,468
106,468
106,468
278,540
416,489
416,489
275,467
256,575
269,569
273,493
285,531
