1365,83
1365,0
1365,0
1365,0
1365,0
1365,0
1365,0
1365,0
1365,0
1345,4
1167,319
1268,275
1181,262
192,677
263,464
349,767
343,767
411,709
1365,0
841,82
771,109
524,221
483,258
477,81
368,259
455,69
530,61
530,59
865,242
862,360
862,360
356,166
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
196,136
74,179
376,369
379,370
379,370
379,370
475,667
481,470
481,470
481,470
481,470
481,470
481,470
481,470
481,470
481,470
481,470
590,603
527,444
540,459
577,437
577,437
577,437
577,437
577,437
577,437
577,437
577,437
577,437
577,437
577,437
577,437
577,437
577,437
577,437
577,437
577,437
599,409
130,467
130,466
130,466
130,466
130,466
130,466
