391,426
391,426
391,426
391,426
391,426
391,426
373,449
617,713
516,424
544,427
544,427
551,439
553,440
552,440
432,462
432,462
432,462
432,462
432,462
432,462
432,462
432,462
650,767
650,767
668,765
757,571
702,477
701,475
508,437
541,439
541,439
128,207
49,49
118,70
118,71
616,314
618,322
618,322
445,349
304,418
333,411
471,445
472,445
482,427
482,427
702,454
690,436
690,435
690,435
1365,0
1365,0
629,243
692,461
238,767
324,742
222,241
479,316
124,420
136,431
486,453
594,359
1170,652
1203,729
1181,734
1181,734
1181,734
804,492
775,268
795,250
408,346
930,223
1126,57
1118,36
1128,22
1096,113
1185,719
1184,691
1160,578
1213,579
1155,554
1061,429
1061,429
1061,429
1061,429
1061,429
1061,429
1061,429
1061,429
1060,429
1044,433
1044,433
1044,433
657,35
558,101
513,46
1003,308
1230,380
1213,414
1212,414
1212,414
