1057,161
1051,113
905,289
748,98
275,749
873,313
913,375
895,380
807,259
805,259
805,259
805,259
805,259
805,259
805,259
805,259
805,259
805,259
805,259
805,259
805,259
805,259
805,259
805,259
805,259
802,259
782,184
731,42
731,42
678,146
429,444
278,749
316,752
381,0
426,46
384,56
364,56
364,56
364,56
364,56
364,56
364,56
364,56
364,56
364,56
364,56
364,56
364,56
364,56
364,56
364,56
364,56
364,56
364,56
362,56
362,58
411,138
410,137
407,137
407,137
407,137
407,137
407,137
407,137
407,137
407,137
661,123
737,14
970,0
931,179
991,49
804,195
932,120
786,186
843,191
968,167
1006,0
928,165
932,123
798,214
944,214
1033,0
964,182
899,266
895,259
895,259
998,504
1004,0
1113,104
1119,89
936,171
842,232
864,234
832,255
826,215
826,214
841,217
867,367
867,367
855,242
