420,464
420,462
454,378
879,178
899,198
899,198
809,244
904,175
916,212
929,223
910,207
860,222
851,227
760,360
744,363
662,394
832,485
807,501
758,515
765,514
450,332
450,332
771,296
912,227
893,257
859,233
764,193
666,231
921,474
877,375
853,275
859,221
859,221
859,221
859,221
939,194
1022,142
1032,128
1106,0
1084,199
1130,156
1130,156
1130,156
1151,252
1151,252
960,315
1150,331
895,286
561,388
579,398
603,403
1365,605
1315,600
1324,599
892,475
1330,0
968,220
655,521
662,495
662,495
665,503
938,524
997,421
959,441
928,470
1025,482
1025,482
1025,482
1025,482
934,442
934,442
1050,468
1046,468
1046,468
1046,470
1046,470
1046,470
1046,470
1046,470
1046,470
1046,470
1046,470
1046,470
1046,470
870,360
870,360
870,360
870,360
870,360
870,360
870,360
870,360
870,360
870,360
870,360
870,360
870,360
870,360
870,360
870,360
