684,341
780,486
780,486
780,486
780,486
780,486
780,486
780,486
780,486
362,196
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
362,194
375,220
348,264
343,283
342,289
342,289
342,289
650,207
650,201
650,199
623,111
1104,198
1094,221
593,326
513,258
586,299
1240,504
0,502
15,469
266,450
581,284
447,220
313,233
274,226
310,328
363,398
366,402
366,402
366,402
342,344
295,221
281,190
280,185
280,185
280,203
280,203
280,203
280,203
280,203
280,203
280,203
280,203
280,203
280,203
280,203
280,203
280,203
280,203
277,203
236,226
253,199
253,192
253,191
253,191
253,191
253,191
253,191
253,191
253,191
253,191
253,191
253,191
253,191
242,194
