612,587
500,421
531,407
531,407
531,407
531,407
531,407
499,410
499,412
452,409
560,435
609,427
694,353
580,417
539,564
553,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
551,583
646,472
645,407
657,400
658,400
943,511
968,505
990,590
1057,576
1249,458
1315,445
1306,547
1302,488
1243,420
566,497
487,553
487,553
487,553
487,553
487,553
487,553
487,553
487,553
