870,360
870,360
870,360
870,360
870,360
870,360
870,360
865,562
1064,209
1117,107
1142,0
1257,67
956,660
1080,540
1238,114
1123,459
1080,570
1072,600
1071,608
1098,598
1135,547
1178,277
1136,14
1136,14
1033,136
1016,288
775,336
840,259
845,232
845,232
816,319
813,333
813,333
833,220
821,340
821,340
1186,512
1322,566
902,305
845,239
1140,0
1086,388
1062,634
1093,580
1125,569
1138,538
1138,538
1157,435
1224,388
1111,228
1022,170
1146,52
747,17
725,345
862,213
868,208
868,208
858,212
703,283
778,226
794,207
792,207
792,207
792,207
792,207
792,207
792,207
744,256
744,256
744,256
744,256
651,351
651,351
651,351
651,351
651,350
651,350
651,350
651,350
651,350
651,350
651,350
651,350
651,350
651,350
651,350
651,350
651,350
651,350
651,350
651,350
651,350
651,350
639,352
432,498
342,567
369,743
369,743
917,509
973,180
